ID,ISBN,Автор,Артикул,Бумага,В продаже с,Вес,Возраст,Год издания,Год производства,Издательство,Иллюстраторы,Иллюстрации,Код товара,Место издания,Место производства,Название,Наличие,Обложка,Обрез,Описание,Перевод,Производитель,Размеры в мм (ДхШхВ),Рейтинг,Стикеры,Страниц,Тип обложки,Тираж,Тиснение,Формат,Футляр,Цена,Язык оригинала,Язык текста
977588,978-5-17-085880-4,Лукьяненко С. В.,AST000000000166475,,16.02.2019,520 гр.,,2019,,АСТ,,,977588,Москва,,Трикс: Недотепа. Непоседа. Лукьяненко С. В.,True,/image/book/645/w259/i645377.jpg,,,,,205x130x35,0,,768,Твердый переплет,2000 экз.,,84х108 1/32,,,,русский
979197,978-5-00111-525-0,Хантер Э.,223831,,27.02.2019,356 гр.,,2019,,Абрис,,,979197,Москва,,Тени сгущаются. Хантер Э.,False,/image/book/646/w259/i646705.jpg,,,Павлова И.В.,,,0,,351,Твердый переплет,5000 экз.,,84х108 1/32,,,английский,русский
979539,978-5-00111-535-9,Хантер Э.,223832,,28.02.2019,357 гр.,6 +,2019,,Абрис,,,979539,Москва,,Бескрайнее Озеро. Хантер Э.,False,/image/book/646/w259/i646800.jpg,,,Максимова В.А.,,,0,,350,Твердый переплет,2000 экз.,,84х108 1/32,,,английский,русский
980091,978-5-389-15519-0,Достоевский Ф. М.,А0000017071,,04.03.2019,850 гр.,,2019,,Азбука; Азбука-Аттикус,,,980091,СПб,,Братья Карамазовы. Достоевский Ф. М.,True,/image/book/647/w259/i647201.jpg,,,,,215x145x39,0,,832,Твердый переплет,3000 экз.,,60х90 1/16,,,,русский
981645,978-5-04-100921-2,Достоевский Ф. М.,ITD000000000953061,,15.03.2019,730 гр.,,2019,,Эксмо,,,981645,Москва,,Братья Карамазовы. Достоевский Ф. М.,True,/image/book/648/w259/i648456.jpg,,,,,200x130x45,0,,896,Твердый переплет+суперобложка,3000 экз.,,84х108 1/32,,,,русский
982096,5-7406-0937-5,Достоевский Ф. М.,,,19.03.2019,75 гр.,,2005,,Янтарный сказ,,,982096,Калининград,,Дневник писателя. Достоевский Ф. М.,True,/image/book/150/w259/i150372.jpg,,,,,,0,,144,Твердый переплет,5000 экз.,,70х90 1/64,,,,русский
982409,978-5-17-113862-2,Фрай М.,ASE000000000842052,,21.03.2019,430 гр.,,2019,,АСТ,,,982409,Москва,,"Книга для таких, как я. Фрай М.",True,/image/book/649/w259/i649059.jpg,,,,,200x130x30,0,,480,Твердый переплет,7000 экз.,,84х108 1/32,,,,русский
983191,978-5-17-114346-6,Стругацкий А. Н.,ASE000000000842614,,26.03.2019,285 гр.,,2019,,АСТ,,,983191,Москва,,"Пикник на обочине. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/649/w259/i649619.jpg,,,,,180x115x25,0,,256,Твердый переплет,5000 экз.,,76х100 1/32,,,,русский
986027,978-5-905909-51-1,Стругацкий А. Н.,978-5-905909-51-1,,15.04.2019,555 гр.,,2019,,Издательство Сидорович,,,986027,СПб,,"Полное собрание сочинений. В 33 томах. Том 14. 1968. Часть 2. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/652/w259/i652085.jpg,,,,,208x132x27,0,,448,Твердый переплет (ткань),350 экз.,,84х108 1/32,,,,русский
986028,978-5-905909-52-8,Стругацкий А. Н.,978-5-905909-52-8,,15.04.2019,690 гр.,,2019,,Издательство Сидорович,,,986028,СПб,,"Полное собрание сочинений. В 33 томах. Том 15. 1969. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/652/w259/i652086.jpg,,,,,208x132x34,0,,560,Твердый переплет (ткань),350 экз.,,84х108 1/32,,,,русский
987119,978-5-9603-0470-2,Достоевский Ф. М.,ББ29279,,22.04.2019,990 гр.,,2019,,СЗКЭО,,,987119,СПб,,Преступление и наказание. Достоевский Ф. М.,True,/image/book/652/w259/i652738.jpg,,,,,241x175x41,0,,432,Твердый переплет,3000 экз.,,,,,,русский
988509,,Достоевский Ф. М.,978-5-389-15519-0,Офсетная,30.04.2019,960 гр.,,2019,,,,,988509,СПб,,Братья Карамазовы,True,/image/book/653/w259/i653792.jpg,Рисованный,,,,215x145x45,0,,832,Кожаный переплет,,Углубленное тиснение (красочное плоскоуглубленное изображение),60х90 1/16,,,,русский
989505,978-5-00111-512-0,Хантер Э.,231137,,14.05.2019,340 гр.,,2019,,Абрис,,,989505,Москва,,Ослепление. Хантер Э.,False,/image/book/654/w259/i654653.jpg,,,Максимова В. А.;,,200x130,0,,319,Твердый переплет,7000 экз.,,84х108 1/32,,,английский,русский
989763,978-5-93898-696-1,Достоевский Ф. М.,,,15.05.2019,1510 гр.,,2019,,,,,989763,СПб,,Малая проза. Книга 2. Скверный анекдот. Крокодил. Вечный муж. Бобок,True,/image/book/654/w259/i654875.jpg,,,,,240x170x40,0,,536,Твердый переплет,800 экз.,,70х100 1/16,,,,русский
990989,978-5-17-114426-5,Глуховский Д. А.,ASE000000000842697,,21.05.2019,510 гр.,,2019,,АСТ,,,990989,Москва,,Метро 2034. Глуховский Д. А.,True,/image/book/655/w259/i655626.jpg,,,,,215x170x23,0,,384,Твердый переплет,10000 экз.,,70х90 1/16,,,,русский
991338,978-5-17-115636-7,Стругацкий А. Н.,ASE000000000843991,,23.05.2019,605 гр.,,2019,,АСТ,,,991338,Москва,,"Собрание сочинений. 1973—1978. Том 7. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/655/w259/i655814.jpg,,,,,218x145x38,0,,560,Твердый переплет,2800 экз.,,60х90 1/16,,,,русский
991340,978-5-17-116497-3,Фрай М.,ASE000000000842721,,23.05.2019,460 гр.,,2019,,АСТ,,,991340,Москва,,Тяжелый свет Куртейна. Желтый. Фрай М.,True,/image/book/655/w259/i655760.jpg,,,,,200x130x30,0,,480,Твердый переплет,18000 экз.,,84х108 1/32,,,,русский
991695,978-5-17-115019-8,Стругацкий А. Н.,ASE000000000843324,,25.05.2019,175 гр.,,2019,,АСТ,,,991695,Москва,,"Волны гасят ветер. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/656/w259/i656112.jpg,,,,,180x115x14,0,,256,Мягкая обложка,5000 экз.,,76х100 1/32,,,,русский
992092,978-5-17-116301-3,Лукьяненко С. В.,ASE000000000844685,,29.05.2019,380 гр.,,2019,,АСТ,,,992092,Москва,,Порог. Лукьяненко С. В.,True,/image/book/656/w259/i656518.jpg,,,,,215x145x20,5,,352,Твердый переплет,30000 экз.,,60х90 1/16,,,,русский
992455,978-5-4224-1537-3,Достоевский Ф. М.,СМ017429,,30.05.2019,6960 гр.,,2019,,Книжный Клуб Книговек,,,992455,Москва,,Собрание сочинений. В 10 томах. Достоевский Ф. М.,True,/image/book/656/w259/i656673.jpg,,,,,200x130x345,0,Идея подарка,,Твердый переплет,,,84х108 1/32,,,,русский
993215,978-5-04-103329-3,Фицджеральд Ф. С.,ITD000000000967642,,06.06.2019,200 гр.,,2019,,Эксмо,,,993215,Москва,,Загадочная история Бенджамина Баттона. The Curious Case of Benjamin Button. Фицджеральд Ф. С.,True,/image/book/657/w259/i657327.jpg,,,,,180x115x15,0,,320,Мягкая обложка,4000 экз.,,76х100 1/32,,,английский,русский/английский
993496,978-5-00111-409-3,Хантер Э.,232292,,10.06.2019,370 гр.,11 +,2019,,Абрис,Меньшикова Юлия,,993496,Москва,,Красная луна. Хантер Э.,True,/image/book/657/w259/i657799.jpg,,,Павлова И. В.,,205x130x17,5,,352,Твердый переплет,5000 экз.,,84х108 1/32,,,английский,русский
993665,978-5-4375-0057-6,Лукьяненко С. В.,56290,,11.06.2019,670 гр.,,2019,,Белый Единорог,,,993665,,,Застава. Лукьяненко С. В.,True,/image/book/658/w259/i658050.jpg,,,,,280x185x12,0,,,Мягкая обложка,,,,,,,русский
994883,978-5-17-114669-6,Фрай М.,ASE000000000839827,,21.06.2019,1240 гр.,,2019,,АСТ,,,994883,Москва,,Все сказки старого Вильнюса. Продолжение. Фрай М.,True,/image/book/658/w259/i658836.jpg,,,,,240x170x45,0,,848,Твердый переплет,2500 экз.,,70х100 1/16,,,,русский
994923,978-5-00108-509-6,Достоевский Ф. М.,IDM00006739,,21.06.2019,560 гр.,10 +,2019,,Издательский дом Мещерякова,,,994923,Москва,,Село Степанчиково и его обитатели. Из записок неизвестного. Достоевский Ф. М.,True,/image/book/658/w259/i658853.jpg,,,,,200x145x22,0,,296,Твердый переплет,1500 экз.,,60х84 1/16,,,,русский
995335,978-5-00111-495-6,Хантер Э.,232289,,25.06.2019,341 гр.,,2019,,Абрис,,,995335,Москва,,Первые испытания. Хантер Э.,False,/image/book/659/w259/i659056.jpg,,,Максимова В.А.,,200x130,0,,320,Твердый переплет,3000 экз.,,84х108 1/32,,,английский,русский
995751,978-5-17-115140-9,Фрай М.,ASE000000000843233,,27.06.2019,440 гр.,,2019,,АСТ,,,995751,Москва,,Сказки старого Вильнюса V. Фрай М.,True,/image/book/659/w259/i659404.jpg,,,,,200x130x28,0,,480,Твердый переплет,1500 экз.,,84х108 1/32,,,,русский
995794,978-5-9603-0470-2,Достоевский Ф. М.,,Офсетная,27.06.2019,1100 гр.,,2019,,,,С иллюстрациями,995794,СПб,,Преступление и наказание,True,/image/book/659/w259/i659553.jpg,Рисованный,,,,241x175x45,0,,432,Кожаный переплет,,Углубленное тиснение (красочное плоскоуглубленное изображение),,,,,русский
996088,978-5-00111-526-7,Хантер Э.,232290,,29.06.2019,884 гр.,6 +,2019,,Абрис,,,996088,Москва,,Отверженные. Затмение. Хантер Э.,False,/image/book/659/w259/i659619.jpg,,,Максимова В.А.,,260x170,0,,494,Твердый переплет,2500 экз.,,70х108 1/16,,,английский,русский
997112,978-5-00111-576-2,Хантер Э.,232787,,06.07.2019,320 гр.,,2019,,Абрис,,,997112,Москва,,Медвежье озеро. Хантер Э.,False,/image/book/660/w259/i660968.jpg,,,Максомова В. А.,,200x130,0,,320,Мягкая обложка,3000 экз.,,84х108 1/32,,,английский,русский
997191,978-5-9922-0332-5,Достоевский Ф. М.,188881,,08.07.2019,2445 гр.,,2019,,АЛЬФА-КНИГА,,,997191,Москва,,Полное собрание романов в двух томах. В 2 книгах. Достоевский Ф. М.,True,/image/book/661/w259/i661044.jpg,,,,,215x145x115,0,,2558,Твердый переплет,3000 экз.,,60х90 1/16,,,,русский
997758,978-5-17-116303-7,Стругацкий А. Н.,ASE000000000844688,,12.07.2019,1995 гр.,,2019,,АСТ,,,997758,Москва,,"Пикник на обочине вселенной. Стругацкий А. Н., Стругацкий Б. Н.",True,/image/book/661/w259/i661765.jpg,,,,,260x205x70,2,,1328,Твердый переплет,3000 экз.,,84х108 1/16,,,,русский
